id,User1,User2,User3,User4,User5
2040,1387,1773,188,1334,1013
2041,36,1020,521,289,1682
2042,2022,668,1380,1419,300
2043,981,1216,178,1377,525
2044,691,1688,765,1740,1289
2045,259,1650,181,1041,371
2046,496,1841,516,686,519
2047,1286,1514,1982,813,1474
2048,1032,188,1773,1334,1013
2051,188,1773,1334,1013,1014
2052,143,699,1350,1866,1639
2053,620,1172,969,1748,457
2054,1056,146,305,1457,1429
2055,471,135,11,1601,557
2056,154,188,1773,1334,1013
2057,1701,1802,659,741,662
2058,1578,1014,72,188,1773
2059,305,318,1305,527,1726
2060,738,579,406,677,550
2061,231,1726,702,162,1197
2062,1545,1465,818,1277,769
2064,188,1773,1334,1013,1014
2065,1753,1820,700,1856,110
2066,874,779,686,316,1472
2067,1896,1501,1377,752,261
2068,1197,1898,581,851,853
2069,1368,1145,1083,808,1259
2070,911,109,1568,378,402
2071,1137,87,1959,1171,21
2072,521,289,861,1466,741
2075,1466,148,1773,188,1334
2076,401,1452,1950,1906,1337
2077,737,1707,23,912,1627
2078,1040,668,1906,629,1255
2079,162,781,1145,267,1430
2080,1454,1173,446,396,683
2081,1354,189,737,1832,1404
2083,977,188,1773,1334,1013
2084,1831,631,1911,1566,849
2085,188,1773,1334,1013,1014
2086,619,2020,266,196,1019
2087,188,1773,1014,1334,1013
2088,188,1773,1334,1013,1014
2090,560,1242,823,23,1038
2091,1793,188,1773,1334,1013
2092,1705,1727,1844,567,1333
2093,1889,1274,1702,1099,1627
2094,1106,175,1150,700,1957
2095,601,118,1976,262,1342
2096,919,511,773,1470,823
2097,1988,1566,196,871,2020
2099,1972,837,1475,1874,1060
2100,586,108,607,1924,1287
